PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32575656","A Novel Method to Identify Pneumonia through Analyzing Chest Radiographs Employing a Multichannel Convolutional Neural Network","Nahid AA, Sikder N, Bairagi AK, Razzaque MA, Masud M, Z Kouzani A, Mahmud MAP.","Sensors (Basel). 2020 Jun 19;20(12):3482. doi: 10.3390/s20123482.","Nahid AA","Sensors (Basel)","2020","2020/06/25","PMC7348917","","10.3390/s20123482"
"31333439","Histogram of Gradient Orientations of Signal Plots Applied to P300 Detection","Ramele R, Villar AJ, Santos JM.","Front Comput Neurosci. 2019 Jul 5;13:43. doi: 10.3389/fncom.2019.00043. eCollection 2019.","Ramele R","Front Comput Neurosci","2019","2019/07/24","PMC6624778","","10.3389/fncom.2019.00043"
"12210950","Study of the effect of CSF suppression on white matter diffusion anisotropy mapping of healthy human brain","Papadakis NG, Martin KM, Mustafa MH, Wilkinson ID, Griffiths PD, Huang CL, Woodruff PW.","Magn Reson Med. 2002 Aug;48(2):394-8. doi: 10.1002/mrm.10204.","Papadakis NG","Magn Reson Med","2002","2002/09/05","","","10.1002/mrm.10204"
"25127409","Automated diagnosis of Age-related Macular Degeneration using greyscale features from digital fundus images","Mookiah MR, Acharya UR, Koh JE, Chandran V, Chua CK, Tan JH, Lim CM, Ng EY, Noronha K, Tong L, Laude A.","Comput Biol Med. 2014 Oct;53:55-64. doi: 10.1016/j.compbiomed.2014.07.015. Epub 2014 Jul 30.","Mookiah MR","Comput Biol Med","2014","2014/08/16","","","10.1016/j.compbiomed.2014.07.015"
"20602799","Multi-parametric neuroimaging evaluation of cerebrotendinous xanthomatosis and its correlation with neuropsychological presentations","Chang CC, Lui CC, Wang JJ, Huang SH, Lu CH, Chen C, Chen CF, Tu MC, Huang CW, Chang WN.","BMC Neurol. 2010 Jul 6;10:59. doi: 10.1186/1471-2377-10-59.","Chang CC","BMC Neurol","2010","2010/07/07","PMC2909944","","10.1186/1471-2377-10-59"
"28083895","Surface-based vertexwise analysis of morphometry and microstructural integrity for white matter tracts in diffusion tensor imaging: With application to the corpus callosum in Alzheimer's disease","Tang X, Qin Y, Zhu W, Miller MI.","Hum Brain Mapp. 2017 Apr;38(4):1875-1893. doi: 10.1002/hbm.23491. Epub 2017 Jan 13.","Tang X","Hum Brain Mapp","2017","2017/01/14","PMC5859584","NIHMS949465","10.1002/hbm.23491"
"26584488","Factors of Transferability for a Generic ConvNet Representation","Azizpour H, Razavian AS, Sullivan J, Maki A, Carlsson S.","IEEE Trans Pattern Anal Mach Intell. 2016 Sep;38(9):1790-802. doi: 10.1109/TPAMI.2015.2500224. Epub 2015 Nov 12.","Azizpour H","IEEE Trans Pattern Anal Mach Intell","2016","2015/11/20","","","10.1109/TPAMI.2015.2500224"
"23727314","Rostrocaudal gradients of dopamine D2/3 receptor binding in striatal subregions measured with [(11)C]raclopride and high-resolution positron emission tomography","Alakurtti K, Johansson JJ, Tuokkola T, Någren K, Rinne JO.","Neuroimage. 2013 Nov 15;82:252-9. doi: 10.1016/j.neuroimage.2013.05.091. Epub 2013 May 28.","Alakurtti K","Neuroimage","2013","2013/06/04","","","10.1016/j.neuroimage.2013.05.091"
"33763196","Metaheuristic-based Deep COVID-19 Screening Model from Chest X-Ray Images","Kaur M, Kumar V, Yadav V, Singh D, Kumar N, Das NN.","J Healthc Eng. 2021 Mar 1;2021:8829829. doi: 10.1155/2021/8829829. eCollection 2021.","Kaur M","J Healthc Eng","2021","2021/03/25","PMC7946481","","10.1155/2021/8829829"
"31515029","Evaluation of the intra- and inter-method agreement of brain MRI segmentation software packages: A comparison between SPM12 and FreeSurfer v6.0","Palumbo L, Bosco P, Fantacci ME, Ferrari E, Oliva P, Spera G, Retico A.","Phys Med. 2019 Aug;64:261-272. doi: 10.1016/j.ejmp.2019.07.016. Epub 2019 Aug 5.","Palumbo L","Phys Med","2019","2019/09/14","","","10.1016/j.ejmp.2019.07.016"
"18196808","Computer-aided detection of interstitial abnormalities in chest radiographs using a reference standard based on computed tomography","Arzhaeva Y, Prokop M, Tax DM, De Jong PA, Schaefer-Prokop CM, van Ginneken B.","Med Phys. 2007 Dec;34(12):4798-809. doi: 10.1118/1.2795672.","Arzhaeva Y","Med Phys","2007","2008/01/17","","","10.1118/1.2795672"
"31635231","Vehicle Logo Recognition Based on Enhanced Matching for Small Objects, Constrained Region and SSFPD Network","Liu R, Han Q, Min W, Zhou L, Xu J.","Sensors (Basel). 2019 Oct 18;19(20):4528. doi: 10.3390/s19204528.","Liu R","Sensors (Basel)","2019","2019/10/23","PMC6832326","","10.3390/s19204528"
"31494946","Stability and reproducibility of computed tomography radiomic features extracted from peritumoral regions of lung cancer lesions","Tunali I, Hall LO, Napel S, Cherezov D, Guvenis A, Gillies RJ, Schabath MB.","Med Phys. 2019 Nov;46(11):5075-5085. doi: 10.1002/mp.13808. Epub 2019 Sep 23.","Tunali I","Med Phys","2019","2019/09/09","PMC6842054","NIHMS1049223","10.1002/mp.13808"
"22806985","Quality control of prostate 1 H MRSI data","Wright AJ, Kobus T, Selnaes KM, Gribbestad IS, Weiland E, Scheenen TW, Heerschap A.","NMR Biomed. 2013 Feb;26(2):193-203. doi: 10.1002/nbm.2835. Epub 2012 Jul 15.","Wright AJ","NMR Biomed","2013","2012/07/19","","","10.1002/nbm.2835"
"31537506","Technical and Clinical Factors Affecting Success Rate of a Deep Learning Method for Pancreas Segmentation on CT","Bagheri MH, Roth H, Kovacs W, Yao J, Farhadi F, Li X, Summers RM.","Acad Radiol. 2020 May;27(5):689-695. doi: 10.1016/j.acra.2019.08.014. Epub 2019 Sep 16.","Bagheri MH","Acad Radiol","2020","2019/09/21","","","10.1016/j.acra.2019.08.014"
"12904607","Preterm children have disturbances of white matter at 11 years of age as shown by diffusion tensor imaging","Nagy Z, Westerberg H, Skare S, Andersson JL, Lilja A, Flodmark O, Fernell E, Holmberg K, Bohm B, Forssberg H, Lagercrantz H, Klingberg T.","Pediatr Res. 2003 Nov;54(5):672-9. doi: 10.1203/01.PDR.0000084083.71422.16. Epub 2003 Aug 6.","Nagy Z","Pediatr Res","2003","2003/08/09","","","10.1203/01.PDR.0000084083.71422.16"
"34170837","Interpreting Depression From Question-wise Long-term Video Recording of SDS Evaluation","Xie W, Liang L, Lu Y, Wang C, Shen J, Luo H, Liu X.","IEEE J Biomed Health Inform. 2021 Jun 25;PP. doi: 10.1109/JBHI.2021.3092628. Online ahead of print.","Xie W","IEEE J Biomed Health Inform","2021","2021/06/25","","","10.1109/JBHI.2021.3092628"
"11850478","Dopamine transporter concentration is reduced in asymptomatic Machado-Joseph disease gene carriers","Yen TC, Tzen KY, Chen MC, Chou YH, Chen RS, Chen CJ, Wey SP, Ting G, Lu CS.","J Nucl Med. 2002 Feb;43(2):153-9.","Yen TC","J Nucl Med","2002","2002/02/19","","",""
"17882485","Proactively monitoring departmental clinical IT systems with an open source availability system","Toland C, Meenan C, Warnock M, Nagy P.","J Digit Imaging. 2007 Nov;20 Suppl 1(Suppl 1):119-24. doi: 10.1007/s10278-007-9063-2. Epub 2007 Sep 20.","Toland C","J Digit Imaging","2007","2007/09/21","PMC2039814","","10.1007/s10278-007-9063-2"
"29938710","Surface fluid registration and multivariate tensor-based morphometry in newborns - the effects of prematurity on the putamen","Shi J, Wang Y, Ceschin R, An X, Nelson MD, Panigrahy A, Leporé N.","Signal Inf Process Assoc Annu Summit Conf APSIPA Asia Pac. 2012 Dec;2012:https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6411997. Epub 2013 Jan 17.","Shi J","Signal Inf Process Assoc Annu Summit Conf APSIPA Asia Pac","2012","2018/06/26","PMC6014739","NIHMS608379",""
"30666467","Role of MDCT as an effective imaging tool in detection of complications amongst oncological patients in a tertiary care oncology institute","Rao A, Parampalli R.","Emerg Radiol. 2019 Jun;26(3):283-294. doi: 10.1007/s10140-019-01671-6. Epub 2019 Jan 21.","Rao A","Emerg Radiol","2019","2019/01/23","","","10.1007/s10140-019-01671-6"
"33080630","Impact of the COVID-19 pandemic on gastrointestinal endoscopy in the Netherlands: analysis of a prospective endoscopy database","Lantinga MA, Theunissen F, Ter Borg PCJ, Bruno MJ, Ouwendijk RJT, Siersema PD; Trans.IT foundation study group.","Endoscopy. 2021 Feb;53(2):166-170. doi: 10.1055/a-1272-3788. Epub 2020 Oct 20.","Lantinga MA","Endoscopy","2021","2020/10/20","PMC7869035","","10.1055/a-1272-3788"
"31201595","Detection of acute lymphoblastic leukemia using image segmentation and data mining algorithms","Acharya V, Kumar P.","Med Biol Eng Comput. 2019 Aug;57(8):1783-1811. doi: 10.1007/s11517-019-01984-1. Epub 2019 Jun 14.","Acharya V","Med Biol Eng Comput","2019","2019/06/16","","","10.1007/s11517-019-01984-1"
"33970862","Detection of Emotional Sensitivity Using fNIRS Based Dynamic Functional Connectivity","Tang TB, Chong JS, Kiguchi M, Funane T, Lu CK.","IEEE Trans Neural Syst Rehabil Eng. 2021;29:894-904. doi: 10.1109/TNSRE.2021.3078460. Epub 2021 May 20.","Tang TB","IEEE Trans Neural Syst Rehabil Eng","2021","2021/05/10","","","10.1109/TNSRE.2021.3078460"
"28054962","COSMO-SkyMed Image Investigation of Snow Features in Alpine Environment","Paloscia S, Pettinato S, Santi E, Valt M.","Sensors (Basel). 2017 Jan 4;17(1):84. doi: 10.3390/s17010084.","Paloscia S","Sensors (Basel)","2017","2017/01/06","PMC5298657","","10.3390/s17010084"
"23571779","Interhemispheric and intrahemispheric connectivity and manual skills in children with unilateral cerebral palsy","Weinstein M, Green D, Geva R, Schertz M, Fattal-Valevski A, Artzi M, Myers V, Shiran S, Gordon AM, Gross-Tsur V, Bashat DB.","Brain Struct Funct. 2014 May;219(3):1025-40. doi: 10.1007/s00429-013-0551-5. Epub 2013 Apr 10.","Weinstein M","Brain Struct Funct","2014","2013/04/11","","","10.1007/s00429-013-0551-5"
"25675394","From active shape model to active optical flow model: a shape-based approach to predicting voxel-level dose distributions in spine SBRT","Liu J, Wu QJ, Kirkpatrick JP, Yin FF, Yuan L, Ge Y.","Phys Med Biol. 2015 Mar 7;60(5):N83-92. doi: 10.1088/0031-9155/60/5/N83.","Liu J","Phys Med Biol","2015","2015/02/13","","","10.1088/0031-9155/60/5/N83"
"7350904","Holoprosencephaly. Computerized tomographic and pneumographic findings with anatomic correlation","Derakhshan I, Sabouri-Deylami M, Lotfi J.","Arch Neurol. 1980 Jan;37(1):55-7. doi: 10.1001/archneur.1980.00500500085016.","Derakhshan I","Arch Neurol","1980","1980/01/01","","","10.1001/archneur.1980.00500500085016"
"30675495","Characterization of retinal microvasculature in acute non-arteritic anterior ischemic optic neuropathy using the retinal functional imager: a prospective case series","Henderson AD, Jiang H, Wang J.","Eye Vis (Lond). 2019 Jan 6;6:3. doi: 10.1186/s40662-018-0126-x. eCollection 2019.","Henderson AD","Eye Vis (Lond)","2019","2019/01/25","PMC6334410","","10.1186/s40662-018-0126-x"
"31694330","Asymmetric Encoder-Decoder Structured FCN Based LiDAR to Color Image Generation","Kim HK, Yoo KY, Park JH, Jung HY.","Sensors (Basel). 2019 Nov 5;19(21):4818. doi: 10.3390/s19214818.","Kim HK","Sensors (Basel)","2019","2019/11/08","PMC6864548","","10.3390/s19214818"
"22516842","6-Hydroxydopamine leads to T2 hyperintensity, decreased claudin-3 immunoreactivity and altered aquaporin 4 expression in the striatum","Wachter B, Schürger S, Schmid A, Gröger A, Sadler R, Speidel A, Rolinger J, Pichler BJ, Berg D, Wagner HJ, von Ameln-Mayerhofer A, Küppers E.","Behav Brain Res. 2012 Jun 15;232(1):148-58. doi: 10.1016/j.bbr.2012.04.005. Epub 2012 Apr 10.","Wachter B","Behav Brain Res","2012","2012/04/21","","","10.1016/j.bbr.2012.04.005"
"15195286","Permutation tests for factorially designed neuroimaging experiments","Suckling J, Bullmore E.","Hum Brain Mapp. 2004 Jul;22(3):193-205. doi: 10.1002/hbm.20027.","Suckling J","Hum Brain Mapp","2004","2004/06/15","PMC6871945","","10.1002/hbm.20027"
"33362346","An integrated feature frame work for automated segmentation of COVID-19 infection from lung CT images","Selvaraj D, Venkatesan A, Mahesh VGV, Joseph Raj AN.","Int J Imaging Syst Technol. 2020 Nov 23:10.1002/ima.22525. doi: 10.1002/ima.22525. Online ahead of print.","Selvaraj D","Int J Imaging Syst Technol","2020","2020/12/28","PMC7753711","","10.1002/ima.22525"
"11758021","Prenatal ultrasonography and the diagnosis of fetal cleft lip","Robinson JN, McElrath TF, Benson CB, Doubilet PM, Westgate MN, Holmes L, Lieberman ES, Norwitz ER.","J Ultrasound Med. 2001 Nov;20(11):1165-70; quiz 1172-3. doi: 10.7863/jum.2001.20.11.1165.","Robinson JN","J Ultrasound Med","2001","2002/01/05","","","10.7863/jum.2001.20.11.1165"
"24284769","Robust finger vein ROI localization based on flexible segmentation","Lu Y, Xie SJ, Yoon S, Yang J, Park DS.","Sensors (Basel). 2013 Oct 24;13(11):14339-66. doi: 10.3390/s131114339.","Lu Y","Sensors (Basel)","2013","2013/11/29","PMC3871073","","10.3390/s131114339"
"28970792","Parkinson Disease Detection from Speech Articulation Neuromechanics","Gómez-Vilda P, Mekyska J, Ferrández JM, Palacios-Alonso D, Gómez-Rodellar A, Rodellar-Biarge V, Galaz Z, Smekal Z, Eliasova I, Kostalova M, Rektorova I.","Front Neuroinform. 2017 Aug 25;11:56. doi: 10.3389/fninf.2017.00056. eCollection 2017.","Gómez-Vilda P","Front Neuroinform","2017","2017/10/04","PMC5609562","","10.3389/fninf.2017.00056"
"30652352","Robust nonadiabatic T(2) preparation using universal parallel-transmit k(T) -point pulses for 3D FLAIR imaging at 7 T","Gras V, Pracht ED, Mauconduit F, Le Bihan D, Stöcker T, Boulant N.","Magn Reson Med. 2019 May;81(5):3202-3208. doi: 10.1002/mrm.27645. Epub 2019 Jan 16.","Gras V","Magn Reson Med","2019","2019/01/18","","","10.1002/mrm.27645"
"22558258","Abnormalities of white matter microstructure in unmedicated obsessive-compulsive disorder and changes after medication","Fan Q, Yan X, Wang J, Chen Y, Wang X, Li C, Tan L, You C, Zhang T, Zuo S, Xu D, Chen K, Finlayson-Burden JM, Xiao Z.","PLoS One. 2012;7(4):e35889. doi: 10.1371/journal.pone.0035889. Epub 2012 Apr 27.","Fan Q","PLoS One","2012","2012/05/05","PMC3338776","","10.1371/journal.pone.0035889"
"32251931","Reduced leadset selection and performance evaluation in the inverse problem of electrocardiography for reconstructing the ventricularly paced electrograms","Gharbalchi No F, Serinagaoglu Dogrusoz Y, Onak ON, Weber GW.","J Electrocardiol. 2020 May-Jun;60:44-53. doi: 10.1016/j.jelectrocard.2020.02.017. Epub 2020 Mar 5.","Gharbalchi No F","J Electrocardiol","2020","2020/04/07","","","10.1016/j.jelectrocard.2020.02.017"
"30825601","Correlative study using structural MRI and super-resolution microscopy to detect structural alterations induced by long-term optogenetic stimulation of striatal medium spiny neurons","Abe Y, Komaki Y, Seki F, Shibata S, Okano H, Tanaka KF.","Neurochem Int. 2019 May;125:163-174. doi: 10.1016/j.neuint.2019.02.017. Epub 2019 Feb 27.","Abe Y","Neurochem Int","2019","2019/03/03","","","10.1016/j.neuint.2019.02.017"
"25487072","Data cluster analysis-based classification of overlapping nuclei in Pap smear samples","Guven M, Cengizler C.","Biomed Eng Online. 2014 Dec 9;13:159. doi: 10.1186/1475-925X-13-159.","Guven M","Biomed Eng Online","2014","2014/12/10","PMC4269967","","10.1186/1475-925X-13-159"
"33917873","An Improved Boundary-Aware U-Net for Ore Image Semantic Segmentation","Wang W, Li Q, Xiao C, Zhang D, Miao L, Wang L.","Sensors (Basel). 2021 Apr 8;21(8):2615. doi: 10.3390/s21082615.","Wang W","Sensors (Basel)","2021","2021/04/30","PMC8068300","","10.3390/s21082615"
"9248790","Infarction of the corpus callosum: computed tomography and magnetic resonance imaging","Chrysikopoulos H, Andreou J, Roussakis A, Pappas J.","Eur J Radiol. 1997 Jul;25(1):2-8. doi: 10.1016/s0720-048x(96)01155-2.","Chrysikopoulos H","Eur J Radiol","1997","1997/07/01","","","10.1016/s0720-048x(96)01155-2"
"10197428","Differential display competitive polymerase chain reaction: an optimal tool for assaying gene expression","Jørgensen M, Bévort M, Kledal TS, Hansen BV, Dalgaard M, Leffers H.","Electrophoresis. 1999 Feb;20(2):230-40. doi: 10.1002/(SICI)1522-2683(19990201)20:2<230::AID-ELPS230>3.0.CO;2-I.","Jørgensen M","Electrophoresis","1999","1999/04/10","","","10.1002/(SICI)1522-2683(19990201)20:2<230::AID-ELPS230>3.0.CO;2-I"
"25610770","Multi-modal MRI of mild traumatic brain injury","Narayana PA, Yu X, Hasan KM, Wilde EA, Levin HS, Hunter JV, Miller ER, Patel VK, Robertson CS, McCarthy JJ.","Neuroimage Clin. 2014 Jul 24;7:87-97. doi: 10.1016/j.nicl.2014.07.010. eCollection 2015.","Narayana PA","Neuroimage Clin","2014","2015/01/23","PMC4299969","","10.1016/j.nicl.2014.07.010"
"31001575","Beyond Critical Period Learning: Striatal FoxP2 Affects the Active Maintenance of Learned Vocalizations in Adulthood","Day NF, Hobbs TG, Heston JB, White SA.","eNeuro. 2019 Apr 15;6(2):ENEURO.0071-19.2019. doi: 10.1523/ENEURO.0071-19.2019. eCollection 2019 Mar-Apr.","Day NF","eNeuro","2019","2019/04/20","PMC6469881","","10.1523/ENEURO.0071-19.2019"
"27478168","Changes in Imaging and Cognition in Juvenile Rats After Whole-Brain Irradiation","Brown RJ, Jun BJ, Cushman JD, Nguyen C, Beighley AH, Blanchard J, Iwamoto K, Schaue D, Harris NG, Jentsch JD, Bluml S, McBride WH.","Int J Radiat Oncol Biol Phys. 2016 Oct 1;96(2):470-478. doi: 10.1016/j.ijrobp.2016.06.013. Epub 2016 Jun 16.","Brown RJ","Int J Radiat Oncol Biol Phys","2016","2016/08/02","PMC5563160","NIHMS892158","10.1016/j.ijrobp.2016.06.013"
"16439009","Seasonal variation of the ovarian follicular dynamics and luteal functions of sheep in the subtropics","Ali A, Derar R, Hussein H.","Theriogenology. 2006 Jul 15;66(2):463-9. doi: 10.1016/j.theriogenology.2005.12.010. Epub 2006 Jan 24.","Ali A","Theriogenology","2006","2006/01/28","","","10.1016/j.theriogenology.2005.12.010"
"30481134","Use of Telehealth Screening to Detect Diabetic Retinopathy and Other Ocular Findings in Primary Care Settings","Gao X, Park CH, Dedrick K, Borkar DS, Obeid A, Reber S, Federman J.","Telemed J E Health. 2019 Sep;25(9):802-807. doi: 10.1089/tmj.2018.0016. Epub 2018 Nov 27.","Gao X","Telemed J E Health","2019","2018/11/28","","","10.1089/tmj.2018.0016"
"29156474","CT and MRI Findings in Cerebral Aspergilloma","Gärtner F, Forstenpointner J, Ertl-Wagner B, Hooshmand B, Riedel C, Jansen O.","Rofo. 2018 Oct;190(10):967-970. doi: 10.1055/s-0043-120766. Epub 2017 Nov 20.","Gärtner F","Rofo","2018","2017/11/21","","","10.1055/s-0043-120766"
